"","X.1","UniqueId","Age_Key","X","Year","PrimaryProject","ScaleCard","SiteID","Season","Section","SiteCodeB","ScaleGroup","SitePass","PairedEvents","Date","Session","JD","Count","Species","Length","Weight","TagCode","Recap","Mark","EventType","PITTag","Cond1","Cond2","Cond3","Cond4","Stream","SurveyLength","SurveyType","SiteCodeD","CompleteAge","Section2","Time"
"1093",2010,2010,0,5510,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",75,4.2,NA,NA,1,"Mark","3DD.003DA250CC","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1094",2011,2011,0,5511,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",63,2.7,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1095",2012,2012,0,5512,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",100,10,NA,NA,1,"Mark","3DD.003DA250F8","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1096",2013,2013,0,5513,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",111,14,NA,NA,1,"Mark","3DD.003DA2527A","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1097",2014,2014,0,5514,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",75,4.6,NA,NA,1,"Mark","3DD.003DA252B7","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1098",2015,2015,0,5515,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",76,3.8,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1099",2016,2016,0,5516,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",59,2.2,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1100",2017,2017,0,5517,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",61,2.5,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1101",2018,2018,0,5518,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",98,9.6,NA,NA,1,"Mark","3DD.003DA25277","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1102",2019,2019,0,5519,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",73,4.2,NA,NA,1,"Mark","3DD.003DA252B8","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1103",2020,2020,0,5520,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",71,3.6,NA,NA,1,"Mark","3DD.003DA2525D","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1104",2021,2021,0,5521,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",63,2.7,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1105",2022,2022,0,5522,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",72,3.7,NA,NA,1,"Mark","3DD.003DA25268","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1106",2023,2023,0,5523,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",61,2.5,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1107",2024,2024,0,5524,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",98,9.3,NA,NA,1,"Mark","3DD.003DA25262","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1108",2025,2025,0,5525,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",73,4.1,NA,NA,1,"Mark","3DD.003DA2529F","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1109",2026,2026,0,5526,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",94,8.7,NA,NA,1,"Mark","3DD.003DA250CA","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1110",2027,2027,0,5527,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",77,4.3,NA,NA,1,"Mark","3DD.003DA25259","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1111",2028,2028,0,5528,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",56,2,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1112",2029,2029,0,5529,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",48,1.3,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1113",2030,2030,0,5530,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",74,3.9,NA,NA,1,"Mark","3DD.003DA252B3","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1114",2031,2031,0,5531,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",73,4.5,NA,NA,1,"Mark","3DD.003DA2529D","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1115",2032,2032,0,5532,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",97,9.7,NA,NA,1,"Mark","3DD.003DA2528E","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1116",2033,2033,0,5533,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",81,5.2,NA,NA,1,"Mark","3DD.003DA25261","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1117",2034,2034,0,5534,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",72,3.7,NA,NA,1,"Mark","3DD.003DA250EE","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1118",2035,2035,0,5535,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",70,3.9,NA,NA,1,"Mark","3DD.003DA25103","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1119",2036,2036,0,5536,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",53,1.5,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1120",2037,2037,0,5537,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",89,7.3,NA,NA,1,"Mark","3DD.003DA25279","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1121",2038,2038,0,5538,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",69,3.6,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1122",2039,2039,0,5539,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",49,1.3,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1123",2040,2040,0,5540,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",57,2.1,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1124",2041,2041,0,5541,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",64,3,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1125",2042,2042,0,5542,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",79,5.3,NA,NA,1,"Mark","3DD.003DA252A9","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1126",2043,2043,0,5543,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",66,2.9,NA,NA,1,"Mark","3DD.003DA252A0","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1127",2044,2044,0,5544,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",109,14.8,NA,NA,1,"Mark","3DD.003DA250DD","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1128",2045,2045,0,5545,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",61,2.3,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1129",2046,2046,0,5546,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",68,3.4,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1130",2047,2047,0,5547,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",63,2.4,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1131",2048,2048,0,5548,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",66,3,NA,NA,1,"Mark","3DD.003DA252AF","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1132",2049,2049,0,5549,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",75,4.7,NA,NA,1,"Mark","3DD.003DA252A5","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1133",2050,2050,0,5550,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",64,2.6,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1134",2051,2051,0,5551,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",65,3.2,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1135",2052,2052,0,5552,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",86,6.2,NA,NA,1,"Mark","3DD.003DA25270","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1136",2053,2053,0,5553,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",68,3.3,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1137",2054,2054,0,5554,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",88,7.2,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1138",2055,2055,0,5555,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",64,3.1,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1139",2056,2056,0,5556,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",74,4.1,NA,NA,1,"Mark","3DD.003DA25281","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1140",2057,2057,0,5557,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",81,5.4,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1141",2058,2058,0,5558,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",68,3.3,NA,NA,0,"Tally","..........","M","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1142",2059,2059,0,5559,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",70,3.2,NA,NA,1,"Mark","3DD.003DA2527E","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1143",2060,2060,0,5560,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",70,3.7,NA,NA,1,"Mark","3DD.003DA25260","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1144",2061,2061,0,5561,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",73,3.6,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1145",2062,2062,0,5562,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",84,5.8,NA,NA,1,"Mark","3DD.003DA250D4","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1146",2063,2063,0,5563,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",73,4.1,NA,NA,1,"Mark","3DD.003DA2526E","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1147",2064,2064,0,5564,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",86,6.2,NA,NA,1,"Mark","3DD.003DA25275","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1148",2065,2065,0,5565,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",69,3.4,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1149",2066,2066,0,5566,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",77,5,NA,NA,1,"Mark","3DD.003DA2527B","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1150",2067,2067,0,5567,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",76,4.8,NA,NA,1,"Mark","3DD.003DA25294","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1151",2068,2068,0,5568,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",65,3.2,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1152",2069,2069,0,5569,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",76,4.2,NA,NA,1,"Mark","3DD.003DA25110","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1153",2070,2070,0,5570,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",87,6.6,NA,NA,1,"Mark","3DD.003DA2526B","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1154",2071,2071,0,5571,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",66,2.7,NA,NA,1,"Mark","3DD.003DA25290","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1155",2072,2072,0,5572,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",91,7.5,NA,NA,1,"Mark","3DD.003DA25283","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1156",2073,2073,0,5573,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",89,7.3,NA,NA,1,"Mark","3DD.003DA252B6","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1157",2074,2074,0,5574,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",67,2.5,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1158",2075,2075,0,5575,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",87,7,NA,NA,1,"Mark","3DD.003DA2529A","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1159",2076,2076,0,5576,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",74,4,NA,NA,1,"Mark","3DD.003DA25274","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1160",2077,2077,0,5577,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",90,7.9,NA,NA,1,"Mark","3DD.003DA25285","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1161",2078,2078,0,5578,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",59,2,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1162",2079,2079,0,5579,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",61,2.4,NA,NA,0,"Tally","..........","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1163",2080,2080,0,5580,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",66,3.2,NA,NA,1,"Mark","3DD.003DA25298","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
"1164",2081,2081,0,5581,2020,"Thirtymile Creek_GSWCD","","MO_C_4","Fall","Treatment","MO_C_4 2020 A","ScalesB",1,"A",2020-10-14,"OJD-2020-288-30A",288,1,"RbT",95,8,NA,NA,1,"Mark","3DD.003DA25269","None","None","None","None","Thirtymile Creek-THIRTYMILE CREEK",115,"Abundance","ScalesB Fall",0,"Treatment","Impact"
